sub_path,target_image
../../../../Datasets/images/preprocessed_image\Q\Q930.jpg,16.0
../../../../Datasets/images/preprocessed_image\N\N726.jpg,13.0
../../../../Datasets/images/preprocessed_image\B\B90.jpg,1.0
../../../../Datasets/images/preprocessed_image\O\O615.jpg,14.0
../../../../Datasets/images/preprocessed_image\G\G357.jpg,6.0
../../../../Datasets/images/preprocessed_image\L\L356.jpg,11.0
../../../../Datasets/images/preprocessed_image\K\K162.jpg,10.0
../../../../Datasets/images/preprocessed_image\H\H408.jpg,7.0
../../../../Datasets/images/preprocessed_image\Z\Z733.jpg,25.0
../../../../Datasets/images/preprocessed_image\K\K932.jpg,10.0
../../../../Datasets/images/preprocessed_image\L\L910.jpg,11.0
../../../../Datasets/images/preprocessed_image\C\C337.jpg,2.0
../../../../Datasets/images/preprocessed_image\U\U855.jpg,20.0
../../../../Datasets/images/preprocessed_image\F\F80.jpg,5.0
../../../../Datasets/images/preprocessed_image\L\L755.jpg,11.0
../../../../Datasets/images/preprocessed_image\S\S373.jpg,18.0
../../../../Datasets/images/preprocessed_image\nothing\nothing360.jpg,26.0
../../../../Datasets/images/preprocessed_image\T\T400.jpg,19.0
../../../../Datasets/images/preprocessed_image\R\R970.jpg,17.0
../../../../Datasets/images/preprocessed_image\nothing\nothing703.jpg,26.0
../../../../Datasets/images/preprocessed_image\P\P138.jpg,15.0
../../../../Datasets/images/preprocessed_image\O\O451.jpg,14.0
../../../../Datasets/images/preprocessed_image\N\N878.jpg,13.0
../../../../Datasets/images/preprocessed_image\G\G77.jpg,6.0
../../../../Datasets/images/preprocessed_image\L\L414.jpg,11.0
../../../../Datasets/images/preprocessed_image\X\X967.jpg,23.0
../../../../Datasets/images/preprocessed_image\Q\Q147.jpg,16.0
../../../../Datasets/images/preprocessed_image\F\F849.jpg,5.0
../../../../Datasets/images/preprocessed_image\E\E49.jpg,4.0
../../../../Datasets/images/preprocessed_image\I\I538.jpg,8.0
../../../../Datasets/images/preprocessed_image\R\R432.jpg,17.0
../../../../Datasets/images/preprocessed_image\X\X575.jpg,23.0
../../../../Datasets/images/preprocessed_image\T\T967.jpg,19.0
../../../../Datasets/images/preprocessed_image\N\N64.jpg,13.0
../../../../Datasets/images/preprocessed_image\I\I184.jpg,8.0
../../../../Datasets/images/preprocessed_image\P\P344.jpg,15.0
../../../../Datasets/images/preprocessed_image\E\E95.jpg,4.0
../../../../Datasets/images/preprocessed_image\Q\Q37.jpg,16.0
../../../../Datasets/images/preprocessed_image\A\A355.jpg,0.0
../../../../Datasets/images/preprocessed_image\U\U541.jpg,20.0
../../../../Datasets/images/preprocessed_image\N\N271.jpg,13.0
../../../../Datasets/images/preprocessed_image\B\B212.jpg,1.0
../../../../Datasets/images/preprocessed_image\K\K342.jpg,10.0
../../../../Datasets/images/preprocessed_image\S\S534.jpg,18.0
../../../../Datasets/images/preprocessed_image\I\I536.jpg,8.0
../../../../Datasets/images/preprocessed_image\Z\Z547.jpg,25.0
../../../../Datasets/images/preprocessed_image\F\F132.jpg,5.0
../../../../Datasets/images/preprocessed_image\G\G872.jpg,6.0
../../../../Datasets/images/preprocessed_image\O\O110.jpg,14.0
../../../../Datasets/images/preprocessed_image\C\C829.jpg,2.0
../../../../Datasets/images/preprocessed_image\Z\Z92.jpg,25.0
../../../../Datasets/images/preprocessed_image\C\C7.jpg,2.0
../../../../Datasets/images/preprocessed_image\K\K61.jpg,10.0
../../../../Datasets/images/preprocessed_image\Z\Z538.jpg,25.0
../../../../Datasets/images/preprocessed_image\R\R441.jpg,17.0
../../../../Datasets/images/preprocessed_image\K\K819.jpg,10.0
../../../../Datasets/images/preprocessed_image\B\B612.jpg,1.0
../../../../Datasets/images/preprocessed_image\Y\Y228.jpg,24.0
../../../../Datasets/images/preprocessed_image\C\C734.jpg,2.0
../../../../Datasets/images/preprocessed_image\H\H435.jpg,7.0
../../../../Datasets/images/preprocessed_image\G\G954.jpg,6.0
../../../../Datasets/images/preprocessed_image\M\M325.jpg,12.0
../../../../Datasets/images/preprocessed_image\I\I539.jpg,8.0
../../../../Datasets/images/preprocessed_image\D\D276.jpg,3.0
../../../../Datasets/images/preprocessed_image\W\W786.jpg,22.0
../../../../Datasets/images/preprocessed_image\F\F471.jpg,5.0
../../../../Datasets/images/preprocessed_image\nothing\nothing938.jpg,26.0
../../../../Datasets/images/preprocessed_image\I\I461.jpg,8.0
../../../../Datasets/images/preprocessed_image\F\F614.jpg,5.0
../../../../Datasets/images/preprocessed_image\M\M84.jpg,12.0
../../../../Datasets/images/preprocessed_image\E\E864.jpg,4.0
../../../../Datasets/images/preprocessed_image\nothing\nothing803.jpg,26.0
../../../../Datasets/images/preprocessed_image\J\J79.jpg,9.0
../../../../Datasets/images/preprocessed_image\R\R859.jpg,17.0
../../../../Datasets/images/preprocessed_image\H\H513.jpg,7.0
../../../../Datasets/images/preprocessed_image\M\M466.jpg,12.0
../../../../Datasets/images/preprocessed_image\Y\Y291.jpg,24.0
../../../../Datasets/images/preprocessed_image\I\I675.jpg,8.0
../../../../Datasets/images/preprocessed_image\W\W279.jpg,22.0
../../../../Datasets/images/preprocessed_image\T\T888.jpg,19.0
../../../../Datasets/images/preprocessed_image\O\O277.jpg,14.0
../../../../Datasets/images/preprocessed_image\L\L757.jpg,11.0
../../../../Datasets/images/preprocessed_image\F\F871.jpg,5.0
../../../../Datasets/images/preprocessed_image\O\O818.jpg,14.0
../../../../Datasets/images/preprocessed_image\A\A390.jpg,0.0
../../../../Datasets/images/preprocessed_image\Y\Y934.jpg,24.0
../../../../Datasets/images/preprocessed_image\Q\Q749.jpg,16.0
../../../../Datasets/images/preprocessed_image\M\M931.jpg,12.0
../../../../Datasets/images/preprocessed_image\J\J540.jpg,9.0
../../../../Datasets/images/preprocessed_image\D\D946.jpg,3.0
../../../../Datasets/images/preprocessed_image\F\F118.jpg,5.0
../../../../Datasets/images/preprocessed_image\O\O792.jpg,14.0
../../../../Datasets/images/preprocessed_image\U\U934.jpg,20.0
../../../../Datasets/images/preprocessed_image\K\K933.jpg,10.0
../../../../Datasets/images/preprocessed_image\Z\Z227.jpg,25.0
../../../../Datasets/images/preprocessed_image\X\X819.jpg,23.0
../../../../Datasets/images/preprocessed_image\C\C642.jpg,2.0
../../../../Datasets/images/preprocessed_image\O\O335.jpg,14.0
../../../../Datasets/images/preprocessed_image\T\T460.jpg,19.0
../../../../Datasets/images/preprocessed_image\A\A388.jpg,0.0
../../../../Datasets/images/preprocessed_image\S\S349.jpg,18.0
../../../../Datasets/images/preprocessed_image\X\X837.jpg,23.0
../../../../Datasets/images/preprocessed_image\O\O236.jpg,14.0
../../../../Datasets/images/preprocessed_image\A\A659.jpg,0.0
../../../../Datasets/images/preprocessed_image\K\K404.jpg,10.0
../../../../Datasets/images/preprocessed_image\N\N408.jpg,13.0
../../../../Datasets/images/preprocessed_image\J\J365.jpg,9.0
../../../../Datasets/images/preprocessed_image\C\C733.jpg,2.0
../../../../Datasets/images/preprocessed_image\X\X183.jpg,23.0
../../../../Datasets/images/preprocessed_image\G\G419.jpg,6.0
../../../../Datasets/images/preprocessed_image\C\C373.jpg,2.0
../../../../Datasets/images/preprocessed_image\Z\Z175.jpg,25.0
../../../../Datasets/images/preprocessed_image\L\L603.jpg,11.0
../../../../Datasets/images/preprocessed_image\X\X590.jpg,23.0
../../../../Datasets/images/preprocessed_image\D\D193.jpg,3.0
../../../../Datasets/images/preprocessed_image\Y\Y77.jpg,24.0
../../../../Datasets/images/preprocessed_image\R\R137.jpg,17.0
../../../../Datasets/images/preprocessed_image\B\B852.jpg,1.0
../../../../Datasets/images/preprocessed_image\T\T928.jpg,19.0
../../../../Datasets/images/preprocessed_image\D\D666.jpg,3.0
../../../../Datasets/images/preprocessed_image\W\W245.jpg,22.0
../../../../Datasets/images/preprocessed_image\C\C323.jpg,2.0
../../../../Datasets/images/preprocessed_image\H\H199.jpg,7.0
../../../../Datasets/images/preprocessed_image\nothing\nothing769.jpg,26.0
../../../../Datasets/images/preprocessed_image\F\F41.jpg,5.0
../../../../Datasets/images/preprocessed_image\Z\Z695.jpg,25.0
../../../../Datasets/images/preprocessed_image\E\E616.jpg,4.0
../../../../Datasets/images/preprocessed_image\J\J66.jpg,9.0
../../../../Datasets/images/preprocessed_image\Y\Y794.jpg,24.0
../../../../Datasets/images/preprocessed_image\S\S923.jpg,18.0
../../../../Datasets/images/preprocessed_image\J\J735.jpg,9.0
../../../../Datasets/images/preprocessed_image\G\G528.jpg,6.0
../../../../Datasets/images/preprocessed_image\C\C76.jpg,2.0
../../../../Datasets/images/preprocessed_image\A\A257.jpg,0.0
../../../../Datasets/images/preprocessed_image\Y\Y294.jpg,24.0
../../../../Datasets/images/preprocessed_image\L\L140.jpg,11.0
../../../../Datasets/images/preprocessed_image\nothing\nothing686.jpg,26.0
../../../../Datasets/images/preprocessed_image\Y\Y588.jpg,24.0
../../../../Datasets/images/preprocessed_image\C\C115.jpg,2.0
../../../../Datasets/images/preprocessed_image\C\C708.jpg,2.0
../../../../Datasets/images/preprocessed_image\J\J899.jpg,9.0
../../../../Datasets/images/preprocessed_image\Y\Y525.jpg,24.0
../../../../Datasets/images/preprocessed_image\W\W790.jpg,22.0
../../../../Datasets/images/preprocessed_image\E\E738.jpg,4.0
../../../../Datasets/images/preprocessed_image\W\W6.jpg,22.0
../../../../Datasets/images/preprocessed_image\R\R496.jpg,17.0
../../../../Datasets/images/preprocessed_image\V\V864.jpg,21.0
../../../../Datasets/images/preprocessed_image\Q\Q802.jpg,16.0
../../../../Datasets/images/preprocessed_image\P\P53.jpg,15.0
../../../../Datasets/images/preprocessed_image\C\C900.jpg,2.0
../../../../Datasets/images/preprocessed_image\I\I395.jpg,8.0
../../../../Datasets/images/preprocessed_image\A\A630.jpg,0.0
../../../../Datasets/images/preprocessed_image\Q\Q215.jpg,16.0
../../../../Datasets/images/preprocessed_image\D\D458.jpg,3.0
../../../../Datasets/images/preprocessed_image\O\O962.jpg,14.0
../../../../Datasets/images/preprocessed_image\V\V697.jpg,21.0
../../../../Datasets/images/preprocessed_image\F\F419.jpg,5.0
../../../../Datasets/images/preprocessed_image\Z\Z247.jpg,25.0
../../../../Datasets/images/preprocessed_image\X\X61.jpg,23.0
../../../../Datasets/images/preprocessed_image\H\H245.jpg,7.0
../../../../Datasets/images/preprocessed_image\G\G688.jpg,6.0
../../../../Datasets/images/preprocessed_image\K\K407.jpg,10.0
../../../../Datasets/images/preprocessed_image\nothing\nothing121.jpg,26.0
../../../../Datasets/images/preprocessed_image\S\S646.jpg,18.0
../../../../Datasets/images/preprocessed_image\T\T522.jpg,19.0
../../../../Datasets/images/preprocessed_image\V\V489.jpg,21.0
../../../../Datasets/images/preprocessed_image\D\D35.jpg,3.0
../../../../Datasets/images/preprocessed_image\I\I577.jpg,8.0
../../../../Datasets/images/preprocessed_image\J\J125.jpg,9.0
../../../../Datasets/images/preprocessed_image\D\D109.jpg,3.0
../../../../Datasets/images/preprocessed_image\M\M847.jpg,12.0
../../../../Datasets/images/preprocessed_image\Y\Y45.jpg,24.0
../../../../Datasets/images/preprocessed_image\T\T953.jpg,19.0
../../../../Datasets/images/preprocessed_image\G\G37.jpg,6.0
../../../../Datasets/images/preprocessed_image\Q\Q508.jpg,16.0
../../../../Datasets/images/preprocessed_image\L\L393.jpg,11.0
../../../../Datasets/images/preprocessed_image\T\T834.jpg,19.0
../../../../Datasets/images/preprocessed_image\F\F70.jpg,5.0
../../../../Datasets/images/preprocessed_image\G\G536.jpg,6.0
../../../../Datasets/images/preprocessed_image\K\K771.jpg,10.0
../../../../Datasets/images/preprocessed_image\N\N795.jpg,13.0
../../../../Datasets/images/preprocessed_image\W\W250.jpg,22.0
../../../../Datasets/images/preprocessed_image\E\E145.jpg,4.0
../../../../Datasets/images/preprocessed_image\P\P460.jpg,15.0
../../../../Datasets/images/preprocessed_image\B\B211.jpg,1.0
../../../../Datasets/images/preprocessed_image\G\G404.jpg,6.0
../../../../Datasets/images/preprocessed_image\X\X138.jpg,23.0
../../../../Datasets/images/preprocessed_image\U\U315.jpg,20.0
../../../../Datasets/images/preprocessed_image\U\U605.jpg,20.0
../../../../Datasets/images/preprocessed_image\A\A496.jpg,0.0
../../../../Datasets/images/preprocessed_image\P\P229.jpg,15.0
../../../../Datasets/images/preprocessed_image\T\T529.jpg,19.0
../../../../Datasets/images/preprocessed_image\I\I660.jpg,8.0
../../../../Datasets/images/preprocessed_image\F\F364.jpg,5.0
../../../../Datasets/images/preprocessed_image\T\T298.jpg,19.0
../../../../Datasets/images/preprocessed_image\N\N739.jpg,13.0
../../../../Datasets/images/preprocessed_image\Z\Z720.jpg,25.0
../../../../Datasets/images/preprocessed_image\O\O177.jpg,14.0
../../../../Datasets/images/preprocessed_image\Y\Y235.jpg,24.0
../../../../Datasets/images/preprocessed_image\J\J482.jpg,9.0
../../../../Datasets/images/preprocessed_image\M\M327.jpg,12.0
../../../../Datasets/images/preprocessed_image\S\S245.jpg,18.0
../../../../Datasets/images/preprocessed_image\D\D574.jpg,3.0
../../../../Datasets/images/preprocessed_image\E\E753.jpg,4.0
../../../../Datasets/images/preprocessed_image\M\M282.jpg,12.0
../../../../Datasets/images/preprocessed_image\I\I103.jpg,8.0
../../../../Datasets/images/preprocessed_image\J\J380.jpg,9.0
../../../../Datasets/images/preprocessed_image\M\M451.jpg,12.0
../../../../Datasets/images/preprocessed_image\D\D573.jpg,3.0
../../../../Datasets/images/preprocessed_image\S\S574.jpg,18.0
../../../../Datasets/images/preprocessed_image\T\T89.jpg,19.0
../../../../Datasets/images/preprocessed_image\L\L260.jpg,11.0
../../../../Datasets/images/preprocessed_image\D\D784.jpg,3.0
../../../../Datasets/images/preprocessed_image\B\B8.jpg,1.0
../../../../Datasets/images/preprocessed_image\X\X660.jpg,23.0
../../../../Datasets/images/preprocessed_image\C\C548.jpg,2.0
../../../../Datasets/images/preprocessed_image\N\N127.jpg,13.0
../../../../Datasets/images/preprocessed_image\X\X249.jpg,23.0
../../../../Datasets/images/preprocessed_image\W\W215.jpg,22.0
../../../../Datasets/images/preprocessed_image\N\N11.jpg,13.0
../../../../Datasets/images/preprocessed_image\P\P583.jpg,15.0
../../../../Datasets/images/preprocessed_image\Z\Z458.jpg,25.0
../../../../Datasets/images/preprocessed_image\L\L343.jpg,11.0
../../../../Datasets/images/preprocessed_image\V\V715.jpg,21.0
../../../../Datasets/images/preprocessed_image\Q\Q786.jpg,16.0
../../../../Datasets/images/preprocessed_image\W\W444.jpg,22.0
../../../../Datasets/images/preprocessed_image\H\H789.jpg,7.0
../../../../Datasets/images/preprocessed_image\M\M914.jpg,12.0
../../../../Datasets/images/preprocessed_image\H\H938.jpg,7.0
../../../../Datasets/images/preprocessed_image\B\B587.jpg,1.0
../../../../Datasets/images/preprocessed_image\U\U438.jpg,20.0
../../../../Datasets/images/preprocessed_image\P\P732.jpg,15.0
../../../../Datasets/images/preprocessed_image\Y\Y654.jpg,24.0
../../../../Datasets/images/preprocessed_image\E\E741.jpg,4.0
../../../../Datasets/images/preprocessed_image\E\E55.jpg,4.0
../../../../Datasets/images/preprocessed_image\E\E993.jpg,4.0
../../../../Datasets/images/preprocessed_image\I\I996.jpg,8.0
../../../../Datasets/images/preprocessed_image\U\U838.jpg,20.0
../../../../Datasets/images/preprocessed_image\F\F938.jpg,5.0
../../../../Datasets/images/preprocessed_image\N\N831.jpg,13.0
../../../../Datasets/images/preprocessed_image\N\N985.jpg,13.0
../../../../Datasets/images/preprocessed_image\U\U810.jpg,20.0
../../../../Datasets/images/preprocessed_image\L\L762.jpg,11.0
../../../../Datasets/images/preprocessed_image\O\O675.jpg,14.0
../../../../Datasets/images/preprocessed_image\F\F752.jpg,5.0
../../../../Datasets/images/preprocessed_image\nothing\nothing591.jpg,26.0
../../../../Datasets/images/preprocessed_image\B\B484.jpg,1.0
../../../../Datasets/images/preprocessed_image\E\E897.jpg,4.0
../../../../Datasets/images/preprocessed_image\F\F301.jpg,5.0
../../../../Datasets/images/preprocessed_image\G\G997.jpg,6.0
../../../../Datasets/images/preprocessed_image\Z\Z340.jpg,25.0
../../../../Datasets/images/preprocessed_image\U\U738.jpg,20.0
../../../../Datasets/images/preprocessed_image\W\W823.jpg,22.0
../../../../Datasets/images/preprocessed_image\R\R904.jpg,17.0
../../../../Datasets/images/preprocessed_image\V\V541.jpg,21.0
../../../../Datasets/images/preprocessed_image\Z\Z863.jpg,25.0
../../../../Datasets/images/preprocessed_image\N\N784.jpg,13.0
../../../../Datasets/images/preprocessed_image\Y\Y144.jpg,24.0
../../../../Datasets/images/preprocessed_image\Z\Z26.jpg,25.0
../../../../Datasets/images/preprocessed_image\nothing\nothing127.jpg,26.0
../../../../Datasets/images/preprocessed_image\Z\Z815.jpg,25.0
../../../../Datasets/images/preprocessed_image\K\K514.jpg,10.0
../../../../Datasets/images/preprocessed_image\V\V74.jpg,21.0
../../../../Datasets/images/preprocessed_image\Q\Q702.jpg,16.0
../../../../Datasets/images/preprocessed_image\F\F222.jpg,5.0
../../../../Datasets/images/preprocessed_image\Q\Q263.jpg,16.0
../../../../Datasets/images/preprocessed_image\P\P329.jpg,15.0
../../../../Datasets/images/preprocessed_image\L\L776.jpg,11.0
../../../../Datasets/images/preprocessed_image\A\A763.jpg,0.0
../../../../Datasets/images/preprocessed_image\Q\Q489.jpg,16.0
../../../../Datasets/images/preprocessed_image\Q\Q951.jpg,16.0
../../../../Datasets/images/preprocessed_image\I\I386.jpg,8.0
../../../../Datasets/images/preprocessed_image\J\J914.jpg,9.0
../../../../Datasets/images/preprocessed_image\T\T412.jpg,19.0
../../../../Datasets/images/preprocessed_image\Q\Q778.jpg,16.0
../../../../Datasets/images/preprocessed_image\V\V524.jpg,21.0
../../../../Datasets/images/preprocessed_image\R\R352.jpg,17.0
../../../../Datasets/images/preprocessed_image\F\F957.jpg,5.0
../../../../Datasets/images/preprocessed_image\L\L936.jpg,11.0
../../../../Datasets/images/preprocessed_image\O\O221.jpg,14.0
../../../../Datasets/images/preprocessed_image\L\L631.jpg,11.0
../../../../Datasets/images/preprocessed_image\A\A41.jpg,0.0
../../../../Datasets/images/preprocessed_image\J\J802.jpg,9.0
../../../../Datasets/images/preprocessed_image\F\F866.jpg,5.0
../../../../Datasets/images/preprocessed_image\T\T892.jpg,19.0
../../../../Datasets/images/preprocessed_image\M\M102.jpg,12.0
../../../../Datasets/images/preprocessed_image\C\C311.jpg,2.0
../../../../Datasets/images/preprocessed_image\L\L78.jpg,11.0
../../../../Datasets/images/preprocessed_image\T\T901.jpg,19.0
../../../../Datasets/images/preprocessed_image\R\R297.jpg,17.0
../../../../Datasets/images/preprocessed_image\A\A91.jpg,0.0
../../../../Datasets/images/preprocessed_image\O\O95.jpg,14.0
../../../../Datasets/images/preprocessed_image\W\W687.jpg,22.0
../../../../Datasets/images/preprocessed_image\E\E570.jpg,4.0
../../../../Datasets/images/preprocessed_image\E\E942.jpg,4.0
../../../../Datasets/images/preprocessed_image\Y\Y771.jpg,24.0
../../../../Datasets/images/preprocessed_image\U\U874.jpg,20.0
../../../../Datasets/images/preprocessed_image\R\R457.jpg,17.0
../../../../Datasets/images/preprocessed_image\O\O891.jpg,14.0
../../../../Datasets/images/preprocessed_image\K\K294.jpg,10.0
../../../../Datasets/images/preprocessed_image\R\R480.jpg,17.0
../../../../Datasets/images/preprocessed_image\Q\Q179.jpg,16.0
../../../../Datasets/images/preprocessed_image\I\I69.jpg,8.0
../../../../Datasets/images/preprocessed_image\D\D155.jpg,3.0
../../../../Datasets/images/preprocessed_image\Q\Q382.jpg,16.0
../../../../Datasets/images/preprocessed_image\L\L11.jpg,11.0
../../../../Datasets/images/preprocessed_image\Z\Z989.jpg,25.0
../../../../Datasets/images/preprocessed_image\M\M319.jpg,12.0
../../../../Datasets/images/preprocessed_image\O\O704.jpg,14.0
../../../../Datasets/images/preprocessed_image\C\C462.jpg,2.0
../../../../Datasets/images/preprocessed_image\R\R372.jpg,17.0
../../../../Datasets/images/preprocessed_image\G\G328.jpg,6.0
../../../../Datasets/images/preprocessed_image\O\O82.jpg,14.0
../../../../Datasets/images/preprocessed_image\M\M801.jpg,12.0
../../../../Datasets/images/preprocessed_image\R\R864.jpg,17.0
../../../../Datasets/images/preprocessed_image\Z\Z113.jpg,25.0
../../../../Datasets/images/preprocessed_image\C\C738.jpg,2.0
../../../../Datasets/images/preprocessed_image\Z\Z285.jpg,25.0
../../../../Datasets/images/preprocessed_image\Z\Z805.jpg,25.0
../../../../Datasets/images/preprocessed_image\M\M691.jpg,12.0
../../../../Datasets/images/preprocessed_image\R\R870.jpg,17.0
../../../../Datasets/images/preprocessed_image\F\F440.jpg,5.0
../../../../Datasets/images/preprocessed_image\V\V757.jpg,21.0
../../../../Datasets/images/preprocessed_image\E\E436.jpg,4.0
../../../../Datasets/images/preprocessed_image\Z\Z497.jpg,25.0
../../../../Datasets/images/preprocessed_image\J\J494.jpg,9.0
../../../../Datasets/images/preprocessed_image\G\G753.jpg,6.0
../../../../Datasets/images/preprocessed_image\E\E116.jpg,4.0
../../../../Datasets/images/preprocessed_image\S\S517.jpg,18.0
../../../../Datasets/images/preprocessed_image\Y\Y978.jpg,24.0
../../../../Datasets/images/preprocessed_image\T\T90.jpg,19.0
../../../../Datasets/images/preprocessed_image\K\K693.jpg,10.0
../../../../Datasets/images/preprocessed_image\V\V96.jpg,21.0
../../../../Datasets/images/preprocessed_image\I\I216.jpg,8.0
../../../../Datasets/images/preprocessed_image\U\U337.jpg,20.0
../../../../Datasets/images/preprocessed_image\Z\Z96.jpg,25.0
../../../../Datasets/images/preprocessed_image\M\M575.jpg,12.0
../../../../Datasets/images/preprocessed_image\X\X843.jpg,23.0
../../../../Datasets/images/preprocessed_image\O\O778.jpg,14.0
../../../../Datasets/images/preprocessed_image\T\T283.jpg,19.0
../../../../Datasets/images/preprocessed_image\J\J22.jpg,9.0
../../../../Datasets/images/preprocessed_image\V\V600.jpg,21.0
../../../../Datasets/images/preprocessed_image\C\C704.jpg,2.0
../../../../Datasets/images/preprocessed_image\S\S694.jpg,18.0
../../../../Datasets/images/preprocessed_image\A\A21.jpg,0.0
../../../../Datasets/images/preprocessed_image\K\K280.jpg,10.0
../../../../Datasets/images/preprocessed_image\I\I866.jpg,8.0
../../../../Datasets/images/preprocessed_image\T\T709.jpg,19.0
../../../../Datasets/images/preprocessed_image\K\K449.jpg,10.0
../../../../Datasets/images/preprocessed_image\W\W221.jpg,22.0
../../../../Datasets/images/preprocessed_image\F\F213.jpg,5.0
../../../../Datasets/images/preprocessed_image\M\M289.jpg,12.0
../../../../Datasets/images/preprocessed_image\S\S105.jpg,18.0
../../../../Datasets/images/preprocessed_image\W\W164.jpg,22.0
../../../../Datasets/images/preprocessed_image\nothing\nothing946.jpg,26.0
../../../../Datasets/images/preprocessed_image\A\A966.jpg,0.0
../../../../Datasets/images/preprocessed_image\K\K532.jpg,10.0
../../../../Datasets/images/preprocessed_image\nothing\nothing484.jpg,26.0
../../../../Datasets/images/preprocessed_image\H\H910.jpg,7.0
../../../../Datasets/images/preprocessed_image\Z\Z886.jpg,25.0
../../../../Datasets/images/preprocessed_image\T\T701.jpg,19.0
../../../../Datasets/images/preprocessed_image\R\R340.jpg,17.0
../../../../Datasets/images/preprocessed_image\K\K656.jpg,10.0
../../../../Datasets/images/preprocessed_image\nothing\nothing770.jpg,26.0
../../../../Datasets/images/preprocessed_image\Z\Z646.jpg,25.0
../../../../Datasets/images/preprocessed_image\F\F715.jpg,5.0
../../../../Datasets/images/preprocessed_image\D\D799.jpg,3.0
../../../../Datasets/images/preprocessed_image\R\R611.jpg,17.0
../../../../Datasets/images/preprocessed_image\Q\Q936.jpg,16.0
../../../../Datasets/images/preprocessed_image\J\J120.jpg,9.0
../../../../Datasets/images/preprocessed_image\I\I367.jpg,8.0
../../../../Datasets/images/preprocessed_image\Q\Q349.jpg,16.0
../../../../Datasets/images/preprocessed_image\S\S728.jpg,18.0
../../../../Datasets/images/preprocessed_image\R\R10.jpg,17.0
../../../../Datasets/images/preprocessed_image\H\H286.jpg,7.0
../../../../Datasets/images/preprocessed_image\N\N256.jpg,13.0
../../../../Datasets/images/preprocessed_image\Z\Z690.jpg,25.0
../../../../Datasets/images/preprocessed_image\V\V575.jpg,21.0
../../../../Datasets/images/preprocessed_image\G\G627.jpg,6.0
../../../../Datasets/images/preprocessed_image\D\D172.jpg,3.0
../../../../Datasets/images/preprocessed_image\C\C681.jpg,2.0
../../../../Datasets/images/preprocessed_image\B\B946.jpg,1.0
../../../../Datasets/images/preprocessed_image\I\I673.jpg,8.0
../../../../Datasets/images/preprocessed_image\G\G652.jpg,6.0
../../../../Datasets/images/preprocessed_image\O\O916.jpg,14.0
../../../../Datasets/images/preprocessed_image\M\M673.jpg,12.0
../../../../Datasets/images/preprocessed_image\Y\Y147.jpg,24.0
../../../../Datasets/images/preprocessed_image\L\L219.jpg,11.0
../../../../Datasets/images/preprocessed_image\W\W93.jpg,22.0
../../../../Datasets/images/preprocessed_image\H\H753.jpg,7.0
../../../../Datasets/images/preprocessed_image\Y\Y418.jpg,24.0
../../../../Datasets/images/preprocessed_image\O\O118.jpg,14.0
../../../../Datasets/images/preprocessed_image\R\R744.jpg,17.0
../../../../Datasets/images/preprocessed_image\K\K965.jpg,10.0
../../../../Datasets/images/preprocessed_image\Q\Q470.jpg,16.0
../../../../Datasets/images/preprocessed_image\D\D781.jpg,3.0
../../../../Datasets/images/preprocessed_image\G\G936.jpg,6.0
../../../../Datasets/images/preprocessed_image\G\G278.jpg,6.0
../../../../Datasets/images/preprocessed_image\P\P172.jpg,15.0
../../../../Datasets/images/preprocessed_image\D\D714.jpg,3.0
../../../../Datasets/images/preprocessed_image\C\C454.jpg,2.0
../../../../Datasets/images/preprocessed_image\H\H640.jpg,7.0
../../../../Datasets/images/preprocessed_image\W\W147.jpg,22.0
../../../../Datasets/images/preprocessed_image\Z\Z229.jpg,25.0
../../../../Datasets/images/preprocessed_image\K\K645.jpg,10.0
../../../../Datasets/images/preprocessed_image\R\R126.jpg,17.0
../../../../Datasets/images/preprocessed_image\S\S974.jpg,18.0
../../../../Datasets/images/preprocessed_image\G\G574.jpg,6.0
../../../../Datasets/images/preprocessed_image\T\T880.jpg,19.0
../../../../Datasets/images/preprocessed_image\E\E730.jpg,4.0
../../../../Datasets/images/preprocessed_image\R\R782.jpg,17.0
../../../../Datasets/images/preprocessed_image\J\J450.jpg,9.0
../../../../Datasets/images/preprocessed_image\M\M815.jpg,12.0
../../../../Datasets/images/preprocessed_image\N\N497.jpg,13.0
../../../../Datasets/images/preprocessed_image\I\I472.jpg,8.0
../../../../Datasets/images/preprocessed_image\G\G947.jpg,6.0
../../../../Datasets/images/preprocessed_image\B\B570.jpg,1.0
../../../../Datasets/images/preprocessed_image\Y\Y451.jpg,24.0
../../../../Datasets/images/preprocessed_image\nothing\nothing93.jpg,26.0
../../../../Datasets/images/preprocessed_image\K\K315.jpg,10.0
../../../../Datasets/images/preprocessed_image\K\K180.jpg,10.0
../../../../Datasets/images/preprocessed_image\W\W861.jpg,22.0
../../../../Datasets/images/preprocessed_image\V\V116.jpg,21.0
../../../../Datasets/images/preprocessed_image\W\W74.jpg,22.0
../../../../Datasets/images/preprocessed_image\N\N894.jpg,13.0
../../../../Datasets/images/preprocessed_image\A\A220.jpg,0.0
../../../../Datasets/images/preprocessed_image\C\C84.jpg,2.0
../../../../Datasets/images/preprocessed_image\R\R989.jpg,17.0
../../../../Datasets/images/preprocessed_image\T\T168.jpg,19.0
../../../../Datasets/images/preprocessed_image\G\G495.jpg,6.0
../../../../Datasets/images/preprocessed_image\R\R880.jpg,17.0
