sub_path,target
output/preprocessed_image\L\L2895.jpg,11.0
output/preprocessed_image\F\F2044.jpg,5.0
output/preprocessed_image\nothing\nothing3336.jpg,26.0
output/preprocessed_image\J\J2853.jpg,9.0
output/preprocessed_image\K\K2403.jpg,10.0
output/preprocessed_image\J\J2617.jpg,9.0
output/preprocessed_image\R\R2171.jpg,17.0
output/preprocessed_image\T\T2389.jpg,19.0
output/preprocessed_image\D\D1245.jpg,3.0
output/preprocessed_image\A\A2519.jpg,0.0
output/preprocessed_image\Q\Q374.jpg,16.0
output/preprocessed_image\Z\Z1968.jpg,25.0
output/preprocessed_image\V\V2630.jpg,21.0
output/preprocessed_image\F\F2472.jpg,5.0
output/preprocessed_image\E\E2051.jpg,4.0
output/preprocessed_image\X\X1370.jpg,23.0
output/preprocessed_image\Y\Y2706.jpg,24.0
output/preprocessed_image\Y\Y621.jpg,24.0
output/preprocessed_image\H\H3088.jpg,7.0
output/preprocessed_image\O\O3165.jpg,14.0
output/preprocessed_image\A\A1388.jpg,0.0
output/preprocessed_image\R\R1142.jpg,17.0
output/preprocessed_image\Z\Z2996.jpg,25.0
output/preprocessed_image\Y\Y3311.jpg,24.0
output/preprocessed_image\S\S1136.jpg,18.0
output/preprocessed_image\P\P3199.jpg,15.0
output/preprocessed_image\A\A2693.jpg,0.0
output/preprocessed_image\S\S2115.jpg,18.0
output/preprocessed_image\J\J1094.jpg,9.0
output/preprocessed_image\I\I262.jpg,8.0
output/preprocessed_image\W\W1396.jpg,22.0
output/preprocessed_image\A\A2818.jpg,0.0
output/preprocessed_image\M\M2545.jpg,12.0
output/preprocessed_image\S\S1508.jpg,18.0
output/preprocessed_image\E\E301.jpg,4.0
output/preprocessed_image\N\N103.jpg,13.0
output/preprocessed_image\M\M1101.jpg,12.0
output/preprocessed_image\S\S2422.jpg,18.0
output/preprocessed_image\X\X1761.jpg,23.0
output/preprocessed_image\F\F3311.jpg,5.0
output/preprocessed_image\W\W1423.jpg,22.0
output/preprocessed_image\G\G770.jpg,6.0
output/preprocessed_image\T\T3298.jpg,19.0
output/preprocessed_image\R\R3080.jpg,17.0
output/preprocessed_image\P\P1209.jpg,15.0
output/preprocessed_image\M\M345.jpg,12.0
output/preprocessed_image\O\O3291.jpg,14.0
output/preprocessed_image\nothing\nothing427.jpg,26.0
output/preprocessed_image\A\A2781.jpg,0.0
output/preprocessed_image\M\M267.jpg,12.0
output/preprocessed_image\nothing\nothing1214.jpg,26.0
output/preprocessed_image\J\J3066.jpg,9.0
output/preprocessed_image\Y\Y1767.jpg,24.0
output/preprocessed_image\R\R650.jpg,17.0
output/preprocessed_image\A\A1479.jpg,0.0
output/preprocessed_image\T\T2435.jpg,19.0
output/preprocessed_image\X\X3114.jpg,23.0
output/preprocessed_image\Z\Z1194.jpg,25.0
output/preprocessed_image\P\P2915.jpg,15.0
output/preprocessed_image\H\H105.jpg,7.0
output/preprocessed_image\R\R114.jpg,17.0
output/preprocessed_image\O\O1649.jpg,14.0
output/preprocessed_image\V\V2068.jpg,21.0
output/preprocessed_image\F\F786.jpg,5.0
output/preprocessed_image\T\T2423.jpg,19.0
output/preprocessed_image\D\D2815.jpg,3.0
output/preprocessed_image\T\T2079.jpg,19.0
output/preprocessed_image\G\G2008.jpg,6.0
output/preprocessed_image\N\N2336.jpg,13.0
output/preprocessed_image\nothing\nothing174.jpg,26.0
output/preprocessed_image\N\N895.jpg,13.0
output/preprocessed_image\Q\Q3334.jpg,16.0
output/preprocessed_image\G\G1562.jpg,6.0
output/preprocessed_image\G\G709.jpg,6.0
output/preprocessed_image\O\O1480.jpg,14.0
output/preprocessed_image\G\G454.jpg,6.0
output/preprocessed_image\T\T1009.jpg,19.0
output/preprocessed_image\E\E1969.jpg,4.0
output/preprocessed_image\H\H185.jpg,7.0
output/preprocessed_image\E\E3365.jpg,4.0
output/preprocessed_image\A\A614.jpg,0.0
output/preprocessed_image\K\K139.jpg,10.0
output/preprocessed_image\N\N390.jpg,13.0
output/preprocessed_image\L\L3142.jpg,11.0
output/preprocessed_image\E\E2142.jpg,4.0
output/preprocessed_image\E\E3309.jpg,4.0
output/preprocessed_image\I\I2209.jpg,8.0
output/preprocessed_image\A\A2225.jpg,0.0
output/preprocessed_image\R\R1337.jpg,17.0
output/preprocessed_image\X\X1131.jpg,23.0
output/preprocessed_image\Z\Z2418.jpg,25.0
output/preprocessed_image\A\A220.jpg,0.0
output/preprocessed_image\K\K3287.jpg,10.0
output/preprocessed_image\K\K623.jpg,10.0
output/preprocessed_image\Z\Z1947.jpg,25.0
output/preprocessed_image\H\H2032.jpg,7.0
output/preprocessed_image\G\G921.jpg,6.0
output/preprocessed_image\D\D2664.jpg,3.0
output/preprocessed_image\O\O3304.jpg,14.0
output/preprocessed_image\R\R3054.jpg,17.0
output/preprocessed_image\K\K1202.jpg,10.0
output/preprocessed_image\nothing\nothing2664.jpg,26.0
output/preprocessed_image\U\U2077.jpg,20.0
output/preprocessed_image\Q\Q2882.jpg,16.0
output/preprocessed_image\E\E1743.jpg,4.0
output/preprocessed_image\nothing\nothing1608.jpg,26.0
output/preprocessed_image\P\P536.jpg,15.0
output/preprocessed_image\N\N3085.jpg,13.0
output/preprocessed_image\U\U1771.jpg,20.0
output/preprocessed_image\V\V2228.jpg,21.0
output/preprocessed_image\W\W2785.jpg,22.0
output/preprocessed_image\P\P1845.jpg,15.0
output/preprocessed_image\X\X716.jpg,23.0
output/preprocessed_image\N\N829.jpg,13.0
output/preprocessed_image\Y\Y615.jpg,24.0
output/preprocessed_image\K\K1460.jpg,10.0
output/preprocessed_image\U\U1318.jpg,20.0
output/preprocessed_image\A\A2739.jpg,0.0
output/preprocessed_image\C\C115.jpg,2.0
output/preprocessed_image\T\T2216.jpg,19.0
output/preprocessed_image\E\E1220.jpg,4.0
output/preprocessed_image\F\F105.jpg,5.0
output/preprocessed_image\M\M1332.jpg,12.0
output/preprocessed_image\Y\Y2847.jpg,24.0
output/preprocessed_image\F\F1583.jpg,5.0
output/preprocessed_image\J\J676.jpg,9.0
output/preprocessed_image\W\W1065.jpg,22.0
output/preprocessed_image\M\M3350.jpg,12.0
output/preprocessed_image\O\O2571.jpg,14.0
output/preprocessed_image\T\T76.jpg,19.0
output/preprocessed_image\J\J2167.jpg,9.0
output/preprocessed_image\Q\Q2381.jpg,16.0
output/preprocessed_image\nothing\nothing813.jpg,26.0
output/preprocessed_image\G\G487.jpg,6.0
output/preprocessed_image\A\A845.jpg,0.0
output/preprocessed_image\W\W1539.jpg,22.0
output/preprocessed_image\R\R3081.jpg,17.0
output/preprocessed_image\R\R342.jpg,17.0
output/preprocessed_image\Q\Q941.jpg,16.0
output/preprocessed_image\R\R2376.jpg,17.0
output/preprocessed_image\M\M1433.jpg,12.0
output/preprocessed_image\X\X1810.jpg,23.0
output/preprocessed_image\L\L3348.jpg,11.0
output/preprocessed_image\K\K2485.jpg,10.0
output/preprocessed_image\L\L1731.jpg,11.0
output/preprocessed_image\N\N3189.jpg,13.0
output/preprocessed_image\X\X1974.jpg,23.0
output/preprocessed_image\C\C2302.jpg,2.0
output/preprocessed_image\D\D1719.jpg,3.0
output/preprocessed_image\Z\Z38.jpg,25.0
output/preprocessed_image\J\J3102.jpg,9.0
output/preprocessed_image\B\B731.jpg,1.0
output/preprocessed_image\W\W2104.jpg,22.0
output/preprocessed_image\R\R707.jpg,17.0
output/preprocessed_image\F\F1788.jpg,5.0
output/preprocessed_image\L\L1679.jpg,11.0
output/preprocessed_image\K\K2589.jpg,10.0
output/preprocessed_image\Q\Q3302.jpg,16.0
output/preprocessed_image\E\E1543.jpg,4.0
output/preprocessed_image\B\B2864.jpg,1.0
output/preprocessed_image\W\W754.jpg,22.0
output/preprocessed_image\G\G758.jpg,6.0
output/preprocessed_image\O\O3374.jpg,14.0
output/preprocessed_image\C\C2434.jpg,2.0
output/preprocessed_image\P\P46.jpg,15.0
output/preprocessed_image\R\R1438.jpg,17.0
output/preprocessed_image\P\P1526.jpg,15.0
output/preprocessed_image\I\I1597.jpg,8.0
output/preprocessed_image\C\C3191.jpg,2.0
output/preprocessed_image\F\F1596.jpg,5.0
output/preprocessed_image\G\G2806.jpg,6.0
output/preprocessed_image\V\V3206.jpg,21.0
output/preprocessed_image\O\O1109.jpg,14.0
output/preprocessed_image\nothing\nothing3238.jpg,26.0
output/preprocessed_image\V\V2129.jpg,21.0
output/preprocessed_image\Y\Y74.jpg,24.0
output/preprocessed_image\N\N182.jpg,13.0
output/preprocessed_image\D\D2148.jpg,3.0
output/preprocessed_image\T\T378.jpg,19.0
output/preprocessed_image\B\B2852.jpg,1.0
output/preprocessed_image\I\I1708.jpg,8.0
output/preprocessed_image\O\O1019.jpg,14.0
output/preprocessed_image\G\G3358.jpg,6.0
output/preprocessed_image\I\I328.jpg,8.0
output/preprocessed_image\A\A215.jpg,0.0
output/preprocessed_image\T\T3394.jpg,19.0
output/preprocessed_image\H\H2780.jpg,7.0
output/preprocessed_image\L\L130.jpg,11.0
output/preprocessed_image\D\D985.jpg,3.0
output/preprocessed_image\I\I2823.jpg,8.0
output/preprocessed_image\W\W3178.jpg,22.0
output/preprocessed_image\V\V582.jpg,21.0
output/preprocessed_image\A\A471.jpg,0.0
output/preprocessed_image\W\W723.jpg,22.0
output/preprocessed_image\A\A2373.jpg,0.0
output/preprocessed_image\F\F841.jpg,5.0
output/preprocessed_image\nothing\nothing2698.jpg,26.0
output/preprocessed_image\T\T1920.jpg,19.0
output/preprocessed_image\Q\Q1200.jpg,16.0
output/preprocessed_image\nothing\nothing1933.jpg,26.0
output/preprocessed_image\O\O2679.jpg,14.0
output/preprocessed_image\H\H1629.jpg,7.0
output/preprocessed_image\P\P3330.jpg,15.0
output/preprocessed_image\A\A3264.jpg,0.0
output/preprocessed_image\A\A2604.jpg,0.0
output/preprocessed_image\D\D56.jpg,3.0
output/preprocessed_image\P\P2797.jpg,15.0
output/preprocessed_image\L\L1861.jpg,11.0
output/preprocessed_image\E\E285.jpg,4.0
output/preprocessed_image\T\T53.jpg,19.0
output/preprocessed_image\Z\Z2516.jpg,25.0
output/preprocessed_image\H\H2349.jpg,7.0
output/preprocessed_image\B\B121.jpg,1.0
output/preprocessed_image\V\V65.jpg,21.0
output/preprocessed_image\J\J1791.jpg,9.0
output/preprocessed_image\B\B472.jpg,1.0
output/preprocessed_image\M\M988.jpg,12.0
output/preprocessed_image\Y\Y1381.jpg,24.0
output/preprocessed_image\P\P959.jpg,15.0
output/preprocessed_image\X\X1692.jpg,23.0
output/preprocessed_image\Z\Z573.jpg,25.0
output/preprocessed_image\V\V2541.jpg,21.0
output/preprocessed_image\G\G1409.jpg,6.0
output/preprocessed_image\X\X2500.jpg,23.0
output/preprocessed_image\G\G256.jpg,6.0
output/preprocessed_image\A\A1245.jpg,0.0
output/preprocessed_image\C\C1050.jpg,2.0
output/preprocessed_image\J\J2649.jpg,9.0
output/preprocessed_image\A\A1665.jpg,0.0
output/preprocessed_image\M\M1711.jpg,12.0
output/preprocessed_image\B\B3014.jpg,1.0
output/preprocessed_image\Q\Q2387.jpg,16.0
output/preprocessed_image\A\A618.jpg,0.0
output/preprocessed_image\S\S3002.jpg,18.0
output/preprocessed_image\X\X162.jpg,23.0
output/preprocessed_image\M\M1354.jpg,12.0
output/preprocessed_image\E\E3090.jpg,4.0
output/preprocessed_image\E\E509.jpg,4.0
output/preprocessed_image\V\V31.jpg,21.0
output/preprocessed_image\U\U712.jpg,20.0
output/preprocessed_image\R\R3105.jpg,17.0
output/preprocessed_image\G\G199.jpg,6.0
output/preprocessed_image\F\F3084.jpg,5.0
output/preprocessed_image\Q\Q1706.jpg,16.0
output/preprocessed_image\L\L1551.jpg,11.0
output/preprocessed_image\L\L1403.jpg,11.0
output/preprocessed_image\S\S2303.jpg,18.0
output/preprocessed_image\F\F1226.jpg,5.0
output/preprocessed_image\B\B1671.jpg,1.0
output/preprocessed_image\nothing\nothing2433.jpg,26.0
output/preprocessed_image\L\L1618.jpg,11.0
output/preprocessed_image\U\U1462.jpg,20.0
output/preprocessed_image\E\E262.jpg,4.0
output/preprocessed_image\K\K1353.jpg,10.0
output/preprocessed_image\A\A226.jpg,0.0
output/preprocessed_image\X\X644.jpg,23.0
output/preprocessed_image\Q\Q2478.jpg,16.0
output/preprocessed_image\P\P1745.jpg,15.0
output/preprocessed_image\P\P3213.jpg,15.0
output/preprocessed_image\U\U1849.jpg,20.0
output/preprocessed_image\Z\Z2261.jpg,25.0
output/preprocessed_image\M\M1383.jpg,12.0
output/preprocessed_image\R\R1804.jpg,17.0
output/preprocessed_image\L\L1166.jpg,11.0
output/preprocessed_image\O\O2642.jpg,14.0
output/preprocessed_image\G\G2036.jpg,6.0
output/preprocessed_image\R\R242.jpg,17.0
output/preprocessed_image\S\S1685.jpg,18.0
output/preprocessed_image\Z\Z3395.jpg,25.0
output/preprocessed_image\G\G2158.jpg,6.0
output/preprocessed_image\Y\Y3017.jpg,24.0
output/preprocessed_image\E\E1214.jpg,4.0
output/preprocessed_image\J\J300.jpg,9.0
output/preprocessed_image\G\G1152.jpg,6.0
output/preprocessed_image\D\D1217.jpg,3.0
output/preprocessed_image\I\I303.jpg,8.0
output/preprocessed_image\K\K578.jpg,10.0
output/preprocessed_image\R\R1961.jpg,17.0
output/preprocessed_image\M\M2539.jpg,12.0
output/preprocessed_image\S\S734.jpg,18.0
output/preprocessed_image\J\J2447.jpg,9.0
output/preprocessed_image\F\F894.jpg,5.0
output/preprocessed_image\S\S251.jpg,18.0
output/preprocessed_image\Y\Y1576.jpg,24.0
output/preprocessed_image\K\K2404.jpg,10.0
output/preprocessed_image\Y\Y1984.jpg,24.0
output/preprocessed_image\R\R2658.jpg,17.0
output/preprocessed_image\P\P629.jpg,15.0
output/preprocessed_image\F\F3058.jpg,5.0
output/preprocessed_image\I\I2008.jpg,8.0
output/preprocessed_image\Z\Z2296.jpg,25.0
output/preprocessed_image\L\L1886.jpg,11.0
output/preprocessed_image\J\J3329.jpg,9.0
output/preprocessed_image\B\B3149.jpg,1.0
output/preprocessed_image\E\E861.jpg,4.0
output/preprocessed_image\B\B2510.jpg,1.0
output/preprocessed_image\T\T543.jpg,19.0
output/preprocessed_image\O\O3038.jpg,14.0
output/preprocessed_image\V\V844.jpg,21.0
output/preprocessed_image\U\U329.jpg,20.0
output/preprocessed_image\W\W663.jpg,22.0
output/preprocessed_image\Z\Z310.jpg,25.0
output/preprocessed_image\Y\Y1380.jpg,24.0
output/preprocessed_image\U\U1070.jpg,20.0
output/preprocessed_image\Z\Z739.jpg,25.0
output/preprocessed_image\O\O487.jpg,14.0
output/preprocessed_image\T\T2073.jpg,19.0
output/preprocessed_image\G\G2062.jpg,6.0
output/preprocessed_image\L\L1329.jpg,11.0
output/preprocessed_image\X\X1889.jpg,23.0
output/preprocessed_image\E\E1495.jpg,4.0
output/preprocessed_image\J\J2789.jpg,9.0
output/preprocessed_image\A\A2639.jpg,0.0
output/preprocessed_image\G\G1390.jpg,6.0
output/preprocessed_image\L\L2311.jpg,11.0
output/preprocessed_image\A\A1373.jpg,0.0
output/preprocessed_image\J\J2203.jpg,9.0
output/preprocessed_image\A\A456.jpg,0.0
output/preprocessed_image\G\G2557.jpg,6.0
output/preprocessed_image\R\R2475.jpg,17.0
output/preprocessed_image\V\V3309.jpg,21.0
output/preprocessed_image\V\V2315.jpg,21.0
output/preprocessed_image\A\A1079.jpg,0.0
output/preprocessed_image\M\M1581.jpg,12.0
output/preprocessed_image\V\V35.jpg,21.0
output/preprocessed_image\J\J3331.jpg,9.0
output/preprocessed_image\R\R1354.jpg,17.0
output/preprocessed_image\N\N1563.jpg,13.0
output/preprocessed_image\X\X248.jpg,23.0
output/preprocessed_image\K\K881.jpg,10.0
output/preprocessed_image\W\W398.jpg,22.0
output/preprocessed_image\Q\Q2355.jpg,16.0
output/preprocessed_image\Y\Y421.jpg,24.0
output/preprocessed_image\Z\Z1067.jpg,25.0
output/preprocessed_image\N\N2614.jpg,13.0
output/preprocessed_image\R\R2767.jpg,17.0
output/preprocessed_image\S\S1922.jpg,18.0
output/preprocessed_image\R\R3134.jpg,17.0
output/preprocessed_image\O\O482.jpg,14.0
output/preprocessed_image\N\N1378.jpg,13.0
output/preprocessed_image\T\T2821.jpg,19.0
output/preprocessed_image\R\R930.jpg,17.0
output/preprocessed_image\M\M1346.jpg,12.0
output/preprocessed_image\T\T2736.jpg,19.0
output/preprocessed_image\G\G3271.jpg,6.0
output/preprocessed_image\Q\Q3355.jpg,16.0
output/preprocessed_image\C\C425.jpg,2.0
output/preprocessed_image\D\D320.jpg,3.0
output/preprocessed_image\W\W1380.jpg,22.0
output/preprocessed_image\F\F1396.jpg,5.0
output/preprocessed_image\E\E112.jpg,4.0
output/preprocessed_image\Z\Z2510.jpg,25.0
output/preprocessed_image\R\R567.jpg,17.0
output/preprocessed_image\H\H1545.jpg,7.0
output/preprocessed_image\J\J2512.jpg,9.0
output/preprocessed_image\J\J271.jpg,9.0
output/preprocessed_image\Y\Y2684.jpg,24.0
output/preprocessed_image\R\R1505.jpg,17.0
output/preprocessed_image\P\P2253.jpg,15.0
output/preprocessed_image\T\T1446.jpg,19.0
output/preprocessed_image\J\J1927.jpg,9.0
output/preprocessed_image\D\D1157.jpg,3.0
output/preprocessed_image\L\L1192.jpg,11.0
output/preprocessed_image\J\J1015.jpg,9.0
output/preprocessed_image\H\H1.jpg,7.0
output/preprocessed_image\F\F2794.jpg,5.0
output/preprocessed_image\F\F2602.jpg,5.0
output/preprocessed_image\K\K258.jpg,10.0
output/preprocessed_image\Q\Q2415.jpg,16.0
output/preprocessed_image\F\F1167.jpg,5.0
output/preprocessed_image\G\G1470.jpg,6.0
output/preprocessed_image\M\M1217.jpg,12.0
output/preprocessed_image\M\M2951.jpg,12.0
output/preprocessed_image\B\B2520.jpg,1.0
output/preprocessed_image\nothing\nothing2593.jpg,26.0
output/preprocessed_image\L\L1993.jpg,11.0
output/preprocessed_image\R\R1823.jpg,17.0
output/preprocessed_image\L\L843.jpg,11.0
output/preprocessed_image\J\J2134.jpg,9.0
output/preprocessed_image\R\R968.jpg,17.0
output/preprocessed_image\A\A3305.jpg,0.0
output/preprocessed_image\A\A2347.jpg,0.0
output/preprocessed_image\B\B2040.jpg,1.0
output/preprocessed_image\O\O2340.jpg,14.0
output/preprocessed_image\U\U1842.jpg,20.0
output/preprocessed_image\I\I945.jpg,8.0
output/preprocessed_image\P\P2264.jpg,15.0
output/preprocessed_image\nothing\nothing899.jpg,26.0
output/preprocessed_image\D\D2103.jpg,3.0
output/preprocessed_image\Z\Z2826.jpg,25.0
output/preprocessed_image\Z\Z2085.jpg,25.0
output/preprocessed_image\nothing\nothing1117.jpg,26.0
output/preprocessed_image\S\S2443.jpg,18.0
output/preprocessed_image\N\N2013.jpg,13.0
output/preprocessed_image\Y\Y2030.jpg,24.0
output/preprocessed_image\B\B2941.jpg,1.0
output/preprocessed_image\V\V39.jpg,21.0
output/preprocessed_image\U\U2746.jpg,20.0
output/preprocessed_image\A\A2995.jpg,0.0
output/preprocessed_image\Z\Z1144.jpg,25.0
output/preprocessed_image\V\V1247.jpg,21.0
output/preprocessed_image\X\X821.jpg,23.0
output/preprocessed_image\H\H2909.jpg,7.0
output/preprocessed_image\O\O518.jpg,14.0
output/preprocessed_image\U\U588.jpg,20.0
output/preprocessed_image\O\O3245.jpg,14.0
output/preprocessed_image\H\H1938.jpg,7.0
output/preprocessed_image\R\R1178.jpg,17.0
output/preprocessed_image\J\J2971.jpg,9.0
output/preprocessed_image\H\H1446.jpg,7.0
output/preprocessed_image\G\G1060.jpg,6.0
output/preprocessed_image\Z\Z1092.jpg,25.0
output/preprocessed_image\R\R643.jpg,17.0
output/preprocessed_image\V\V1123.jpg,21.0
output/preprocessed_image\nothing\nothing1601.jpg,26.0
output/preprocessed_image\Q\Q158.jpg,16.0
output/preprocessed_image\W\W3281.jpg,22.0
output/preprocessed_image\T\T2896.jpg,19.0
output/preprocessed_image\N\N120.jpg,13.0
output/preprocessed_image\C\C2827.jpg,2.0
output/preprocessed_image\Z\Z2151.jpg,25.0
output/preprocessed_image\X\X365.jpg,23.0
output/preprocessed_image\Q\Q376.jpg,16.0
output/preprocessed_image\O\O2505.jpg,14.0
output/preprocessed_image\C\C2147.jpg,2.0
output/preprocessed_image\L\L649.jpg,11.0
output/preprocessed_image\F\F3179.jpg,5.0
output/preprocessed_image\nothing\nothing2056.jpg,26.0
output/preprocessed_image\C\C444.jpg,2.0
output/preprocessed_image\S\S1316.jpg,18.0
output/preprocessed_image\Y\Y3366.jpg,24.0
output/preprocessed_image\Z\Z78.jpg,25.0
output/preprocessed_image\S\S850.jpg,18.0
output/preprocessed_image\O\O2552.jpg,14.0
output/preprocessed_image\O\O1522.jpg,14.0
output/preprocessed_image\R\R130.jpg,17.0
output/preprocessed_image\N\N844.jpg,13.0
output/preprocessed_image\K\K36.jpg,10.0
output/preprocessed_image\J\J3134.jpg,9.0
output/preprocessed_image\D\D2069.jpg,3.0
output/preprocessed_image\N\N1101.jpg,13.0
output/preprocessed_image\R\R391.jpg,17.0
output/preprocessed_image\J\J2961.jpg,9.0
output/preprocessed_image\nothing\nothing924.jpg,26.0
output/preprocessed_image\H\H1227.jpg,7.0
output/preprocessed_image\D\D1214.jpg,3.0
output/preprocessed_image\H\H651.jpg,7.0
output/preprocessed_image\S\S284.jpg,18.0
output/preprocessed_image\L\L585.jpg,11.0
output/preprocessed_image\S\S2592.jpg,18.0
output/preprocessed_image\K\K2754.jpg,10.0
output/preprocessed_image\F\F3110.jpg,5.0
output/preprocessed_image\Z\Z305.jpg,25.0
output/preprocessed_image\J\J917.jpg,9.0
output/preprocessed_image\nothing\nothing3374.jpg,26.0
output/preprocessed_image\D\D3207.jpg,3.0
output/preprocessed_image\N\N2229.jpg,13.0
output/preprocessed_image\Y\Y2932.jpg,24.0
output/preprocessed_image\B\B1566.jpg,1.0
output/preprocessed_image\E\E1925.jpg,4.0
output/preprocessed_image\X\X723.jpg,23.0
output/preprocessed_image\E\E895.jpg,4.0
output/preprocessed_image\N\N967.jpg,13.0
output/preprocessed_image\nothing\nothing731.jpg,26.0
output/preprocessed_image\Z\Z1308.jpg,25.0
output/preprocessed_image\B\B2037.jpg,1.0
output/preprocessed_image\I\I2176.jpg,8.0
output/preprocessed_image\Q\Q1446.jpg,16.0
output/preprocessed_image\R\R877.jpg,17.0
output/preprocessed_image\J\J1471.jpg,9.0
output/preprocessed_image\F\F2043.jpg,5.0
output/preprocessed_image\U\U1411.jpg,20.0
output/preprocessed_image\P\P678.jpg,15.0
output/preprocessed_image\D\D1839.jpg,3.0
output/preprocessed_image\B\B1204.jpg,1.0
output/preprocessed_image\Y\Y3076.jpg,24.0
output/preprocessed_image\S\S2040.jpg,18.0
output/preprocessed_image\S\S2741.jpg,18.0
output/preprocessed_image\V\V426.jpg,21.0
output/preprocessed_image\P\P1602.jpg,15.0
output/preprocessed_image\P\P2116.jpg,15.0
output/preprocessed_image\Z\Z1938.jpg,25.0
output/preprocessed_image\B\B870.jpg,1.0
output/preprocessed_image\I\I227.jpg,8.0
output/preprocessed_image\Z\Z3033.jpg,25.0
output/preprocessed_image\nothing\nothing1219.jpg,26.0
output/preprocessed_image\B\B939.jpg,1.0
output/preprocessed_image\Z\Z1141.jpg,25.0
output/preprocessed_image\F\F2365.jpg,5.0
output/preprocessed_image\I\I2518.jpg,8.0
output/preprocessed_image\N\N1412.jpg,13.0
output/preprocessed_image\D\D2960.jpg,3.0
output/preprocessed_image\O\O1372.jpg,14.0
output/preprocessed_image\D\D226.jpg,3.0
output/preprocessed_image\D\D1412.jpg,3.0
output/preprocessed_image\A\A2585.jpg,0.0
output/preprocessed_image\P\P1723.jpg,15.0
output/preprocessed_image\H\H1365.jpg,7.0
output/preprocessed_image\Z\Z966.jpg,25.0
output/preprocessed_image\Q\Q2065.jpg,16.0
output/preprocessed_image\C\C1922.jpg,2.0
output/preprocessed_image\P\P803.jpg,15.0
output/preprocessed_image\E\E503.jpg,4.0
output/preprocessed_image\M\M1475.jpg,12.0
output/preprocessed_image\Y\Y2957.jpg,24.0
output/preprocessed_image\H\H3028.jpg,7.0
output/preprocessed_image\M\M215.jpg,12.0
output/preprocessed_image\B\B2087.jpg,1.0
output/preprocessed_image\U\U993.jpg,20.0
output/preprocessed_image\C\C3217.jpg,2.0
output/preprocessed_image\F\F886.jpg,5.0
output/preprocessed_image\S\S1224.jpg,18.0
output/preprocessed_image\S\S2724.jpg,18.0
output/preprocessed_image\G\G399.jpg,6.0
output/preprocessed_image\S\S358.jpg,18.0
output/preprocessed_image\Q\Q1130.jpg,16.0
output/preprocessed_image\R\R2972.jpg,17.0
output/preprocessed_image\N\N1213.jpg,13.0
output/preprocessed_image\J\J1386.jpg,9.0
output/preprocessed_image\V\V3065.jpg,21.0
output/preprocessed_image\R\R1424.jpg,17.0
output/preprocessed_image\F\F2974.jpg,5.0
output/preprocessed_image\I\I1367.jpg,8.0
output/preprocessed_image\P\P1406.jpg,15.0
output/preprocessed_image\Z\Z1457.jpg,25.0
output/preprocessed_image\E\E1155.jpg,4.0
output/preprocessed_image\A\A4.jpg,0.0
output/preprocessed_image\W\W187.jpg,22.0
output/preprocessed_image\E\E2272.jpg,4.0
output/preprocessed_image\A\A1229.jpg,0.0
output/preprocessed_image\Y\Y1276.jpg,24.0
output/preprocessed_image\L\L3309.jpg,11.0
output/preprocessed_image\W\W902.jpg,22.0
output/preprocessed_image\K\K1486.jpg,10.0
output/preprocessed_image\A\A3340.jpg,0.0
output/preprocessed_image\P\P1118.jpg,15.0
output/preprocessed_image\J\J1918.jpg,9.0
output/preprocessed_image\H\H608.jpg,7.0
output/preprocessed_image\T\T1587.jpg,19.0
output/preprocessed_image\X\X2344.jpg,23.0
output/preprocessed_image\B\B2642.jpg,1.0
output/preprocessed_image\T\T1521.jpg,19.0
output/preprocessed_image\X\X2868.jpg,23.0
output/preprocessed_image\P\P2153.jpg,15.0
output/preprocessed_image\A\A176.jpg,0.0
output/preprocessed_image\M\M2713.jpg,12.0
output/preprocessed_image\E\E3291.jpg,4.0
output/preprocessed_image\V\V1529.jpg,21.0
output/preprocessed_image\T\T1226.jpg,19.0
output/preprocessed_image\Y\Y2869.jpg,24.0
output/preprocessed_image\F\F2113.jpg,5.0
output/preprocessed_image\Z\Z2542.jpg,25.0
output/preprocessed_image\K\K895.jpg,10.0
output/preprocessed_image\T\T973.jpg,19.0
output/preprocessed_image\M\M1733.jpg,12.0
output/preprocessed_image\L\L835.jpg,11.0
output/preprocessed_image\K\K1210.jpg,10.0
output/preprocessed_image\O\O355.jpg,14.0
output/preprocessed_image\M\M3294.jpg,12.0
output/preprocessed_image\N\N2589.jpg,13.0
output/preprocessed_image\N\N1789.jpg,13.0
output/preprocessed_image\T\T1766.jpg,19.0
output/preprocessed_image\U\U2111.jpg,20.0
output/preprocessed_image\M\M3303.jpg,12.0
output/preprocessed_image\Q\Q2352.jpg,16.0
output/preprocessed_image\I\I203.jpg,8.0
output/preprocessed_image\E\E2462.jpg,4.0
output/preprocessed_image\H\H3072.jpg,7.0
output/preprocessed_image\D\D1960.jpg,3.0
output/preprocessed_image\T\T2137.jpg,19.0
output/preprocessed_image\D\D207.jpg,3.0
output/preprocessed_image\Z\Z2287.jpg,25.0
output/preprocessed_image\I\I3321.jpg,8.0
output/preprocessed_image\U\U309.jpg,20.0
output/preprocessed_image\X\X304.jpg,23.0
output/preprocessed_image\X\X2755.jpg,23.0
output/preprocessed_image\H\H803.jpg,7.0
output/preprocessed_image\R\R214.jpg,17.0
output/preprocessed_image\R\R1214.jpg,17.0
output/preprocessed_image\W\W1948.jpg,22.0
